Dummy,Locality,Assemblage name,GeoLayer,Laboratory,Analysis number,Age,Pos. standard deviation,Neg. standard deviation,Dating method,Material dated,Date of analysis,Comments
,Covalejos,Covalejos level I fauna,Nivel I,-,-,-,-,-,-,-,-,-
,Covalejos,Covalejos level J fauna,Nivel J,-,-,-,-,-,-,-,-,-
,Covalejos,Covalejos level K fauna,Nivel K,-,-,-,-,-,-,-,-,-
,Covalejos,Covalejos level L fauna,Nivel L,-,-,-,-,-,-,-,-,-
,Covalejos,Covalejos level M fauna,Nivel M,-,-,-,-,-,-,-,-,-
,Covalejos,Covalejos level O fauna,Nivel O,-,-,-,-,-,-,-,-,-
,Covalejos,Covalejos level Q fauna,Nivel Q,-,-,-,-,-,-,-,-,-
,Covolo De Nadale,Covolo De Nadale Unit 7 Fauna,Unit 7,-,-,70200,1000,900,U series (uranium-thorium) dating,tooth,0,-
,Cueva Bajondillo,Cueva Bajondillo Unit Bj19 mammal fauna,Unit Bj19,-,MA0507-1,151200,14600,14600,U series (uranium-thorium) dating,bone,0,Cortés-Sánchez et al. 2011
,,,,,,,,,,,,
,,,,-,MA0507-2,149400,9600,9600,U series (uranium-thorium) dating,bone,0,Cortés-Sánchez et al. 2011
,Cueva Negra,CN 1,Unit I,-,-,-,-,-,-,-,-,-
,Cueva Negra,CN 4,Unit I,-,-,-,-,-,-,-,-,-
,Cueva Negra,CN 5,Unit I,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit I,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit II,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit III,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit IV,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit IX,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit V,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit VI,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit VII,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit VIII,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit X,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit XI,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit XII,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit XIII,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit XIV,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit XV,-,-,-,-,-,-,-,-,-
,Cueva del Angel,Cueva del Angel Unit I - XVI Fauna,Unit XVI,-,-,-,-,-,-,-,-,-
,Dali Tianshuigou,Dali Tianshuigou fauna,Layer 10,-,-,-,-,-,-,-,-,-
,Dali Tianshuigou,Dali Tianshuigou fauna,Layer 11,-,-,-,-,-,-,-,-,-
,Dali Tianshuigou,Dali Tianshuigou fauna,Layer 12,-,-,-,-,-,-,-,-,-
,Dali Tianshuigou,Dali Tianshuigou fauna,Layer 9,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 1, Fauna",Layer 1,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 3, Fauna",Layer 3,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 4, Fauna",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 5, Fauna",Layer 5,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 6, Fauna",Layer 6,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 7, Fauna",Layer 7,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 8, Fauna",Layer 8,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 9, Fauna",Layer 9,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 10, Fauna",Layer 10,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 11, Fauna",Layer 11,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 12, Fauna",Layer 12,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 13, Fauna",Layer 13,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 14, Fauna",Layer 14,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 15, Fauna",Layer 15,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 1, micromammals",Layer 1,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 3, micromammals",Layer 3,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 4, micromammals",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 5, micromammals",Layer 5,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 6, micromammals",Layer 6,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 7, micromammals",Layer 7,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 8, micromammals",Layer 8,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 9, micromammals",Layer 9,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 10, micromammals",Layer 10,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 11, micromammals",Layer 11,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 13, micromammals",Layer 13,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, Layer 14, micromammals",Layer 14,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 08 (burial no.1)",Layer 11,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 10 (burial no.2)",Layer 3,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 1,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 10,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 11,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 12,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 13,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 14,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 15,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 2,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 3,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 5,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 6,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 7,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 8,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 01",Layer 9,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 1,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 10,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 11,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 12,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 13,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 14,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 15,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 2,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 3,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 5,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 6,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 7,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 8,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 02",Layer 9,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 1,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 10,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 11,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 12,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 13,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 14,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 15,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 2,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 3,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 5,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 6,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 7,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 8,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 03",Layer 9,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 1,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 10,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 11,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 12,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 13,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 14,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 15,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 2,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 3,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 5,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 6,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 7,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 8,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 04",Layer 9,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 05",Layer 5,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 1,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 10,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 11,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 12,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 13,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 14,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 15,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 2,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 3,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 5,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 6,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 7,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 8,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 06",Layer 9,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 1,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 10,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 11,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 12,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 13,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 14,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 15,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 2,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 3,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 5,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 6,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 7,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 8,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 07",Layer 9,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 09",Layer 13,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 11",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 12",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 13",Layer 4,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 14",Layer 5,-,-,-,-,-,-,-,-,-
,Dederiyeh cave,"DC, human remains 15",Layer 4,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 09a Fauna,Layer 09 a,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 09b Fauna,Layer 09b,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 09c Fauna,Layer 09c,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 11 Fauna,Layer 11.1,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 9 Fauna,Layer 09,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 11a Fauna,Layer 11a,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 11b1 Fauna,Layer 11b1,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 11b2 Fauna,Layer 11b2,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 12 Fauna,Layer 12,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 13 Fauna,Layer 13.1 SE,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 13 Fauna,Layer 13.2 SE,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 13 Fauna,Layer 13.3 SE,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 13 Fauna,Layer 13.4 SE,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 14 Fauna,Layer 14,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 17 Fauna,Layer 17,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 19 Fauna,Layer 19,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 20 Fauna,Layer 20,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 21 Fauna,Layer 21,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova central chamber Layer 22 Fauna,Layer 22,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova Central chamber human remains 03,Layer 14.3 SE,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova Central chamber human remains 04,Layer 17 SE,-,-,-,-,-,-,-,-,-
,Denisova Central chamber,Denisova Central chamber human remains 05,Layer 19.1 SE,-,-,-,-,-,-,-,-,-
,Denisova East chamber,Denisova East chamber Layer 9 Fauna,Denisova East chamber layer 9,-,-,38000,9000,9000,OSL (optically stimulated thermoluminescence) dating,quartz,0,-
,Denisova East chamber,Denisova East chamber Layer 11.1 Fauna,Denisova East chamber layer 11.1,-,-,49000,6000,6000,OSL (optically stimulated thermoluminescence) dating,quartz,0,-
,Denisova East chamber,Denisova East chamber Layer 11.2 Fauna,Denisova East chamber layer 11.2,-,-,63000,6000,6000,OSL (optically stimulated thermoluminescence) dating,quartz,0,-
,Denisova East chamber,Denisova East chamber Layer 11.3 Fauna,Denisova East chamber layer 11.3,-,-,70000,8000,8000,OSL (optically stimulated thermoluminescence) dating,quartz,0,-
,Denisova East chamber,Denisova East chamber Layer 11.4 Fauna,Denisova East chamber layer 11.4,-,-,105000,11000,11000,OSL (optically stimulated thermoluminescence) dating,quartz,0,-
,Denisova East chamber,Denisova East chamber Layer 12.1 Fauna,Denisova East chamber layer 12.1,-,-,120000,11000,11000,OSL (optically stimulated thermoluminescence) dating,quartz,0,-
,Denisova East chamber,Denisova East chamber Layer 12.2 Fauna,Denisova East chamber layer 12.2,-,-,129000,11000,11000,OSL (optically stimulated thermoluminescence) dating,quartz,0,-
,Denisova East chamber,Denisova East chamber Layer 12.3 Fauna,Denisova East chamber layer 12.3,-,-,141000,10000,10000,OSL (optically stimulated thermoluminescence) dating,quartz,0,-
,Denisova East chamber,Denisova East chamber Layer 13 Fauna,Denisova East chamber layer 13,-,-,156000,15000,15000,OSL (optically stimulated thermoluminescence) dating,quartz,0,-
,Denisova East chamber,Denisova East chamber Layer 12 Fauna,Denisova East chamber layer 12.1,-,-,-,-,-,-,-,-,-
,Denisova East chamber,Denisova East chamber Layer 12 Fauna,Denisova East chamber layer 12.2,-,-,-,-,-,-,-,-,-
,Denisova East chamber,Denisova East chamber Layer 12 Fauna,Denisova East chamber layer 12.3,-,-,-,-,-,-,-,-,-
,Denisova East chamber,Denisova 5,Denisova East chamber layer 11.4,-,-,-,-,-,-,-,-,-
,Denisova East chamber,Denisova 9,Denisova East chamber layer 12.3,-,-,-,-,-,-,-,-,-
,Denisova East chamber,Denisova 11,Denisova East chamber layer 12.3,-,-,-,-,-,-,-,-,-
,Denisova East chamber,Denisova 15,Denisova East chamber layer 11.4,-,-,-,-,-,-,-,-,-
,Denisova East chamber,Denisova 17,Denisova East chamber layer 12.1,-,-,-,-,-,-,-,-,-
,Denisova East chamber,Denisova 17,Denisova East chamber layer 12.2,-,-,-,-,-,-,-,-,-
,Denisova East chamber,Denisova 17,Denisova East chamber layer 12.3,-,-,-,-,-,-,-,-,-
,Dieu Rockshelter,"Dieu RS, Layer 1-8, Fauna",Layer 4b,-,-,-,-,-,-,-,-,-
,Dieu Rockshelter,"Dieu RS, Layer 1-8, Fauna",Layer 5,-,-,-,-,-,-,-,-,-
,Dieu Rockshelter,"Dieu RS, Layer 1-8, Fauna",Layer 6b,-,-,-,-,-,-,-,-,-
,Dieu Rockshelter,"Dieu RS, Layer 1-8, Fauna",Layer 7,-,-,-,-,-,-,-,-,-
,Dieu Rockshelter,"Dieu RS, Layer 1-8, micromammals",Layer 4b,-,-,-,-,-,-,-,-,-
,Dieu Rockshelter,"Dieu RS, Layer 1-8, micromammals",Layer 5,-,-,-,-,-,-,-,-,-
,Dieu Rockshelter,"Dieu RS, Layer 1-8, micromammals",Layer 6b,-,-,-,-,-,-,-,-,-
,Dieu Rockshelter,"Dieu RS, Layer 1-8, micromammals",Layer 7,-,-,-,-,-,-,-,-,-
,Dingcun 54100,Dingcun 54100 layer 006 fauna,Layer 006,-,-,75000,600,600,ESR (electron spin resonance) dating,shell,0,mollusc
,,,,,,,,,,,,
,,,,-,-,84000,600,600,ESR (electron spin resonance) dating,shell,0,mollusc
,,,,,,,,,,,,
,,,,-,-,97000,800,800,ESR (electron spin resonance) dating,shell,0,mollusc
,,,,,,,,,,,,
,,,,-,-,114000,1000,1000,ESR (electron spin resonance) dating,shell,0,mollusc
,,,,,,,,,,,,
,,,,-,-,116500,33500,33500,U series (uranium-thorium) dating,shell river,1991,"The Lamprotula fossils yielded a uranium series of dates of 83,000-150,000 years ago."
,Dolni Vestonice I,"DV I, Fauna",Dolni Vestonice I layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV II, Fauna",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 3a, fauna",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 3b, fauna",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 3c, fauna",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 3d, fauna",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 3e, fauna",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 4, fauna",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV II, micromammals",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 3a, micromammals",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 3b, micromammals",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 3c, micromammals",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 3d, micromammals",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 3e, micromammals",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dolni Vestonice II,"DV IIa, layer 4, micromammals",Dolni Vestonice II layer 3 cultural layer,-,-,-,-,-,-,-,-,-
,Dongzhongyan,Dongzhongyan Layer 3 & 5 fauna,Layer 3,-,-,-,-,-,-,-,-,-
,Dongzhongyan,Dongzhongyan Layer 3 & 5 fauna,Layer 5,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III Cultural Layer 1 Macromammal Fauna,Unit 9.1a,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III Cultural Layer 2 Macromammal Fauna,Unit 9.1b,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III Cultural Layer 3 Macromammal Fauna,Unit 9.3,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III Cultural Layer 4 Macromammal Fauna,Unit 10.1,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III Cultural Layer 5 Macromammal Fauna,Unit 11.2,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III Cultural Layer 6 Macromammal Fauna,Unit 12.2,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III Cultural Layer 7 Macromammal Fauna,Unit 14.1,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer A Macromammal Fauna,Unit V-4,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 1 Macromammal Fauna,Unit V-4,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 1 Macromammal Fauna,Unit V-5,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 2 Macromammal Fauna,Unit V-5,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 2 Macromammal Fauna,Unit V-6,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 2 Macromammal Fauna,Unit VI,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 3 Macromammal Fauna,Unit VI,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 4 Macromammal Fauna,Unit VI,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 5 Macromammal Fauna,Unit VII-1,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 5 Macromammal Fauna,Unit VII-2,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 5 Macromammal Fauna,Unit VII-2,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 5a Macromammal Fauna,Unit VII-2,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 5a Macromammal Fauna,Unit VII-2,-,-,-,-,-,-,-,-,-
,Doroshivtsi III,Doroshivtsi III 2019 Exc. Arch. Layer 6 Macromammal Fauna,Unit VII-3,-,-,-,-,-,-,-,-,-
,Duan,Duan fauna,Layer 1,-,-,-,-,-,-,-,-,-
,Duan,Duan fauna,Layer 2,-,-,-,-,-,-,-,-,-
,Duan,Duan fauna,Layer 3,-,-,-,-,-,-,-,-,-
,Duan,Duan fauna,Layer 4,-,-,-,-,-,-,-,-,-
,Duan,Duan fauna,Layer 5,-,-,-,-,-,-,-,-,-
,Dziadowa Skala Cave,Layer 3c Macromammal Fauna,Layer 3c,-,-,-,-,-,-,-,-,-
,Dziadowa Skala Cave,Layer 4 Macromammal Fauna,Layer 4,-,-,-,-,-,-,-,-,-
,Dziadowa Skala Cave,Layer 5-6 Macromammal Fauna,Layer 5,-,-,-,-,-,-,-,-,-
,Dziadowa Skala Cave,Layer 5-6 Macromammal Fauna,Layer 6,-,-,-,-,-,-,-,-,-
,Dziadowa Skala Cave,Layer 7-8 Macromammal Fauna,Layer 7,-,-,-,-,-,-,-,-,-
