"Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","X","Y","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae"
"Combe-Grenal","Combe-Grenal Level 25 human remains 15","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 25 human remains 16","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 25 human remains 17","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 25 human remains 18","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 25 human remains 19","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 25 human remains 20","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 25 human remains 21","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 25 human remains 22","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 25 human remains 23","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 25 human remains 24","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 25 human remains 25","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 1","Level 23","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 1","Level 24","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 1","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 1","Level 26","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 1","Level 27","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 1","Level 28","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 1","Level 29","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 1","Level 30","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 1","Level 31","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 2","Level 23","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 2","Level 24","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 2","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 2","Level 26","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 2","Level 27","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 2","Level 28","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 2","Level 29","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 2","Level 30","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 2","Level 31","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 3","Level 23","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 3","Level 24","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 3","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 3","Level 26","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 3","Level 27","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 3","Level 28","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 3","Level 29","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 3","Level 30","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 3","Level 31","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 4","Level 23","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 4","Level 24","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 4","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 4","Level 26","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 4","Level 27","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 4","Level 28","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 4","Level 29","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 4","Level 30","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 23-31 human remains 4","Level 31","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","-","-","-"
"Combe-Grenal","Combe-Grenal Level 35 human remains 1","Level 35","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5","-","-","-"
"Combe-Grenal","Combe-Grenal Level 39 human remains 1","Level 39","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","-","-","-"
"Combe-Grenal","Combe-Grenal Level 1 fauna","Level 1","France","open air",1.225814,44.80615,"MP/ Mousterian of Acheulean Tradition",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 3 fauna","Level 3","France","open air",1.225814,44.80615,"MP/ Mousterian of Acheulean Tradition",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 4 fauna","Level 4","France","open air",1.225814,44.80615,"MP/ Mousterian of Acheulean Tradition",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 5 fauna","Level 5","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 6 fauna","Level 6","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 7 fauna","Level 7","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 8 fauna","Level 8","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 9 fauna","Level 9","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 10 fauna","Level 10","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 11 fauna","Level 11","France","open air",1.225814,44.80615,"MP/ Denticulate Mousterian",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 12 fauna","Level 12","France","open air",1.225814,44.80615,"MP/ Denticulate Mousterian",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 13 fauna","Level 13","France","open air",1.225814,44.80615,"MP/ Denticulate Mousterian",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 14 fauna","Level 14","France","open air",1.225814,44.80615,"MP/ Denticulate Mousterian",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 15 fauna","Level 15","France","open air",1.225814,44.80615,"MP/ Denticulate Mousterian",29000,57000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","3","","-","-"
"Combe-Grenal","Combe-Grenal Level 17 fauna","Level 17","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 18 fauna","Level 18","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","","-"
"Combe-Grenal","Combe-Grenal Level 19 fauna","Level 19","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 20 fauna","Level 20","France","open air",1.225814,44.80615,"MP/ Denticulate Mousterian",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 21 fauna","Level 21","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 22 fauna","Level 22","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 23 fauna","Level 23","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 24 fauna","Level 24","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 25 fauna","Level 25","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 26 fauna","Level 26","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 27 fauna","Level 27","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 28 fauna","Level 28","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 29 fauna","Level 29","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 30 fauna","Level 30","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 31 fauna","Level 31","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 32 fauna","Level 32","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 33 fauna","Level 33","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,71000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","4","","-","-"
"Combe-Grenal","Combe-Grenal Level 34 fauna","Level 34","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",57000,126000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5-4","","-","-"
"Combe-Grenal","Combe-Grenal Level 35 fauna","Level 35","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5","","-","-"
"Combe-Grenal","Combe-Grenal Level 36 fauna","Level 36","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5","","-","-"
"Combe-Grenal","Combe-Grenal Level 37 fauna","Level 37","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,126000,"archaeological (cultural) stratigraphy, geology (based on position of layers), biostratigraphy (large mammal)","5","","-","-"
"Combe-Grenal","Combe-Grenal Level 38 fauna","Level 38","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 39 fauna","Level 39","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 40 fauna","Level 40","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 41 fauna","Level 41","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 42 fauna","Level 42","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 43 fauna","Level 43","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 44 fauna","Level 44","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 45 fauna","Level 45","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 46 fauna","Level 46","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 47 fauna","Level 47","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 48 fauna","Level 48","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 49 fauna","Level 49","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 50 fauna","Level 50","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 51 fauna","Level 51","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 52 fauna","Level 52","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 53 fauna","Level 53","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 54 fauna","Level 54","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 55 fauna","Level 55","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Combe-Grenal","Combe-Grenal Level 50A fauna","Level 50","France","open air",1.225814,44.80615,"MP/ Mousterian - Eurasia",71000,350000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","","-","-"
"Coudoulous I","Coudoulous I Unit 4 macrofauna","Unit 4","France","cave",1.664019,44.477346,"MP/ Middle Paleolithic - Eurasia",140000,155000,"ESR (electron spin resonance) dating, OSL (optically stimulated thermoluminescence) dating","6","","","-"
"Coudoulous I","Coudoulous I Unit 5-6 macrofauna","Unit 5a","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,225000,"geology (based on position of layers), stratigraphy","-","","-","-"
"Coudoulous I","Coudoulous I Unit 5-6 macrofauna","Unit 5b","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,255000,"geology (based on position of layers), stratigraphy","-","","-","-"
"Coudoulous I","Coudoulous I Unit 5-6 macrofauna","Unit 6","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,225000,"geology (based on position of layers), stratigraphy","-","","-","-"
"Coudoulous I","Coudoulous I Unit 5-6 macrofauna","Unit 6 base lower","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,225000,"geology (based on position of layers), stratigraphy","-","","-","-"
"Coudoulous I","Coudoulous I Unit 5-6 macrofauna","Unit 6 base upper","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,225000,"geology (based on position of layers), stratigraphy","-","","-","-"
"Coudoulous I","Coudoulous I Unit 5-6 macrofauna","Unit 6a","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,225000,"geology (based on position of layers), stratigraphy","-","","-","-"
"Coudoulous I","Coudoulous I Unit 5 microfauna","Unit 5a","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,225000,"geology (based on position of layers), stratigraphy","-","","","-"
"Coudoulous I","Coudoulous I Unit 5 microfauna","Unit 5b","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,255000,"geology (based on position of layers), stratigraphy","-","","","-"
"Coudoulous I","Coudoulous I Unit 6 microfauna","Unit 6","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,225000,"geology (based on position of layers), stratigraphy","-","","","-"
"Coudoulous I","Coudoulous I Unit 6 microfauna","Unit 6 base lower","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,225000,"geology (based on position of layers), stratigraphy","-","","","-"
"Coudoulous I","Coudoulous I Unit 6 microfauna","Unit 6 base upper","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,225000,"geology (based on position of layers), stratigraphy","-","","","-"
"Coudoulous I","Coudoulous I Unit 6 microfauna","Unit 6a","France","cave",1.664019,44.477346,"LP/ Acheulean - Europe",140000,225000,"geology (based on position of layers), stratigraphy","-","","","-"
"Cova Foradada (Calafell)","Cova Fordada Unit IIIn Macromammal Fauna","Unit III","Spain","cave",1.580861,41.204688,"UP/ Aurignacian, UP/ Gravettian",30000,40000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers), stratigraphy","3","90","-","-"
"Cova Foradada (Calafell)","Cova Fordada Unit IIIc Macromammal Fauna","Unit III","Spain","cave",1.580861,41.204688,"UP/ Aurignacian, UP/ Gravettian",30000,40000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers), stratigraphy","3","614","-","-"
