Locality;Country;Continent;Subcontinent;Locality_type;X;Y;Assemblage_name;Assemblage_id;Assemblage_category;Age_MIN;Age_MAX;Geolayer;Archaeological_category;Archaeological_culture;Technocomplex;Lithic_piece_number
Cueva Morín;Spain;Europe;Southern Europe;cave;-3.858;43.359;Cueva Morín Level 17-Lower Assemblage;14;miscellaneous finds, raw material, technology, typology;57000;71000;Cueva Morín Level 17-Lower;technology, miscellaneous finds, typology;Middle Paleolithic;Denticulate Mousterian;433
Cueva Morín;Spain;Europe;Southern Europe;cave;-3.858;43.359;Cueva Morín Level 12 Assemblage;6;miscellaneous finds, raw material, technology, typology;41270;71000;Cueva Morín Level 12;miscellaneous finds, typology, technology;Middle Paleolithic;Mousterian - Eurasia;1859
Cueva Morín;Spain;Europe;Southern Europe;cave;-3.858;43.359;Cueva Morín Level 17 Assemblage;7;feature, miscellaneous finds, organic tools, raw material, symbolic artifacts, technology, typology;57000;71000;Cueva Morín Level 17;typology, organic tools, miscellaneous finds, technology, feature;Middle Paleolithic;Mousterian - Eurasia;2416
Cueva Morín;Spain;Europe;Southern Europe;cave;-3.858;43.359;Cueva Morín Level 22 Assemblage;8;miscellaneous finds, organic tools, raw material, symbolic artifacts, technology, typology;57000;71000;Cueva Morín Level 22;technology, miscellaneous finds, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;8
Cueva Morín;Spain;Europe;Southern Europe;cave;-3.858;43.359;Cueva Morín Level 16 Assemblage;9;miscellaneous finds, raw material, technology, typology;57000;71000;Cueva Morín Level 16;typology, technology, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;1913
Cueva de Ardales;Spain;Europe;Southern Europe;cave;-4.829;36.873;Zone 3 Layer 5 lithic assemblage;11;miscellaneous finds, raw material, technology, typology;58000;70000;AD3.5;miscellaneous finds, technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;36
Cueva de Ardales;Spain;Europe;Southern Europe;cave;-4.829;36.873;Zone 3 Layer 6 lithic assemblage;12;miscellaneous finds, raw material, technology, typology;58000;70000;AD3.5;miscellaneous finds, typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;54
Cueva de El Pendo;Spain;Europe;Southern Europe;cave;-3.912;43.389;El Pendo Level XVI Assemblage;18;miscellaneous finds, organic tools, raw material, technology, typology;58800;63800;El Pendo Level XVI;miscellaneous finds, technology, typology, organic tools;Middle Paleolithic;Denticulate Mousterian;615
Cueva de El Pendo;Spain;Europe;Southern Europe;cave;-3.912;43.389;El Pendo Level XVII Assemblage;19;feature;63800;73800;El Pendo Level XVII;feature;Middle Paleolithic;Middle Paleolithic - Eurasia;0
Cueva de Santa Ana;Spain;Europe;Southern Europe;cave;-6.369;39.427;Santa Ana Unit 3 Assemblage;3;raw material, technology, typology;104000;350000;Cueva de Santa Ana Unit 3;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;2
Cueva de Santa Ana;Spain;Europe;Southern Europe;cave;-6.369;39.427;Santa Ana Unit 4 Assemblage;4;raw material, technology, typology;104000;350000;Cueva de Santa Ana Unit 4;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;2
Cueva de Santa Ana;Spain;Europe;Southern Europe;cave;-6.369;39.427;Santa Ana Unit 5 Assemblage;5;raw material, technology, typology;104000;191000;Cueva de Santa Ana Unit 5;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;3
Cueva de la Buena Pinta;Spain;Europe;Southern Europe;cave;-3.808;40.923;Buena Pinta Level 5 Assemblage;4;miscellaneous finds, raw material;57942;68960;Buena Pinta Level 5;miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;-
Cueva de los Aviones;Spain;Europe;Southern Europe;cave;-0.986;37.585;Level I Assemblage;1;miscellaneous finds, raw material, technology, typology;87400;135000;Complex LS 03;typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;329
Cueva de los Aviones;Spain;Europe;Southern Europe;cave;-0.986;37.585;Level II Assemblage;2;miscellaneous finds, raw material, symbolic artifacts, technology, typology;87400#87400;135000#135000;Complex LS 04#Complex LS 05;symbolic artifacts, miscellaneous finds, typology, technology;Middle Paleolithic;Mousterian - Eurasia;410
Cueva de los Aviones;Spain;Europe;Southern Europe;cave;-0.986;37.585;Level III Assemblage;3;miscellaneous finds, raw material, technology, typology;87400;135000;Complex LS 05;typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;683
Cueva de los Aviones;Spain;Europe;Southern Europe;cave;-0.986;37.585;Level IV Assemblage;4;raw material, technology, typology;87400;135000;Complex LS 06;typology, technology;Middle Paleolithic;Mousterian - Eurasia;373
Cueva del Camino;Spain;Europe;Southern Europe;cave, collapsed cave;-3.81;40.924;Cueva del Camino Level 5 Assemblage;1;technology, typology;83500;99700;Level 05;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;52
Divje babe I;Slovenia;Europe;Central Europe;cave;13.546;46.064;Divje babe I Layer 6-20 finds;2;feature;58000#58000#60000#60000#65000#78000#78000#78000#78000#78000#78000#85000#85000#100000;65000#65000#70000#70000#75000#85000#85000#85000#85000#85000#85000#100000#100000#110000;Layer 8#Layer 9#Layer 11#Layer 12#Layer 10#Layer 13#Layer 14#Layer 15#Layer 16#Layer 17#Layer 17a#Layer 18#Layer 19#Layer 20;feature;Middle Paleolithic;Mousterian - Eurasia;-1
Divje babe I;Slovenia;Europe;Central Europe;cave;13.546;46.064;Divje babe I Layer 8 finds;5;organic tools, symbolic artifacts;58000;65000;Layer 8;symbolic artifacts, organic tools;Middle Paleolithic;Mousterian - Eurasia;-1
Divje babe I;Slovenia;Europe;Central Europe;cave;13.546;46.064;Divje babe I Layer 10 finds;6;organic tools;65000;75000;Layer 10;organic tools;Middle Paleolithic;Mousterian - Eurasia;-1
Divje babe I;Slovenia;Europe;Central Europe;cave;13.546;46.064;Divje babe I Layer 13-14 finds;7;organic tools;78000#78000;85000#85000;Layer 13#Layer 14;organic tools;Middle Paleolithic;Mousterian - Eurasia;-1
Divje babe I;Slovenia;Europe;Central Europe;cave;13.546;46.064;Divje babe I Layer 16 finds;8;organic tools;78000;85000;Layer 16;organic tools;Middle Paleolithic;Mousterian - Eurasia;-1
Divje babe I;Slovenia;Europe;Central Europe;cave;13.546;46.064;Divje babe I Layer 20 finds;9;organic tools;100000;110000;Layer 20;organic tools;Middle Paleolithic;Mousterian - Eurasia;-1
Drouwen;Netherlands;Europe;Western Europe;open air;6.794;52.952;Handaxe of Drouwen;1;raw material, typology;57000;116000;Boulder sand;typology;Middle Paleolithic;Middle Paleolithic - Eurasia;1
Dziadowa Skala Cave;Poland;Europe;Central Europe;cave;19.533;50.546;MP assemblage;1;symbolic artifacts;115000#115000;130000#130000;Layer 3c#Layer 4;symbolic artifacts;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Dzierzyslaw I;Poland;Europe;Central Europe;open air;17.987;50.042;Dzierzyslaw I Szeletian assemblage;2;feature, raw material, technology, typology;40000;75000;Dzierzyslaw I layer 8;technology, typology, feature;Middle Paleolithic;Szeletian;-1
EDAR Culebro 1;Spain;Europe;Southern Europe;open air;-3.6;40.3;EDAR Culebro 1 Unit 2 archaeology;1;raw material, technology, typology;95000;161000;Unit 2;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;243
EDAR Culebro 1;Spain;Europe;Southern Europe;open air;-3.6;40.3;EDAR Culebro 1 Unit 3 archaeology;2;raw material, technology, typology;95000#95000;161000#161000;Unit 3 Lower#Unit 3 Upper;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;22
EDAR Culebro 1;Spain;Europe;Southern Europe;open air;-3.6;40.3;EDAR Culebro 1 Unit 4 archaeology;3;raw material, technology, typology;11700;161000;Unit 4;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;12
Ecalgrain;France;Europe;Western Europe;open air;-1.936;49.692;Ecalgrain Eemian Cobble Beach Archaeological Assemblage;1;raw material, typology, technology;126000;154000;Unit 4;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;43
Einhornhöhle;Germany;Europe;Central Europe;cave;10.404;51.635;Einhornhöhle AH I assemblage;1;raw material, technology, typology;54000;65000;Einhornhöhle layer D;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Einhornhöhle;Germany;Europe;Central Europe;cave;10.404;51.635;Einhornhöhle AH II assemblage;2;raw material, technology, typology;80000;130000;Einhornhöhle layer E;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Einhornhöhle;Germany;Europe;Central Europe;cave;10.404;51.635;Einhornhöhle AH III assemblage;3;raw material, technology, typology;80000;130000;Einhornhöhle layer E;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Einhornhöhle;Germany;Europe;Central Europe;cave;10.404;51.635;Einhornhöhle AH IV assemblage;4;raw material, technology, typology;80000;130000;Einhornhöhle layer F;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Einhornhöhle;Germany;Europe;Central Europe;cave;10.404;51.635;Einhornhöhle Complexe V assemblage;5;raw material, technology, typology;80000;130000;Einhornhöhle Complex V;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;141
Einhornhöhle;Germany;Europe;Central Europe;cave;10.404;51.635;Einhornhöhle AH 3 assemblage;8;raw material, technology, typology;45000;350000;Einhornhöhle GH 7;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;3
El Castillo;Spain;Europe;Southern Europe;cave;-3.966;43.292;El Castillo Exc. 1910-14 Unit 24 Archaeological Assemblage;10;raw material, typology, technology, feature;78000;260000;Unit 24;feature, typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;144
El Castillo;Spain;Europe;Southern Europe;cave;-3.966;43.292;El Castillo Exc. 1910-14 Unit 25a Archaeological Assemblage;11;raw material, typology, technology;78000;260000;Unit 25;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;111
El Castillo;Spain;Europe;Southern Europe;cave;-3.966;43.292;El Castillo Exc. 1910-14 Unit 25b Archaeological Assemblage;12;raw material, typology, technology;78000;260000;Unit 25;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;117
El Castillo;Spain;Europe;Southern Europe;cave;-3.966;43.292;El Castillo Exc. 1910-14 Unit 26 Archaeological Assemblage;13;raw material, typology, technology;78000;260000;Unit 26;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;55
El Castillo;Spain;Europe;Southern Europe;cave;-3.966;43.292;El Castillo Exc. 1910-14 Unit 21 Archaeological Assemblage;8;raw material, typology, technology;59800;78400;Unit 21;technology, typology;Middle Paleolithic;Mousterian - Eurasia;25
El Castillo;Spain;Europe;Southern Europe;cave;-3.966;43.292;El Castillo Exc. 1910-14 Unit 22 Archaeological Assemblage;9;raw material, typology, technology, feature, miscellaneous finds;60700;80000;Unit 22;typology, technology, miscellaneous finds, feature;Middle Paleolithic;Mousterian - Eurasia;1017
El Hondal;Spain;Europe;Southern Europe;river terrace;-4.019;43.389;Palaeochannel Assemblage;1;raw material, technology, typology;118000;125000;Palaeochannel;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;465
En Roche;France;Europe;Western Europe;open air;4.754;46.813;excavation middle paleolithic;6;raw material, technology, typology;30000;70000;Unit 3;typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;26
Ex-Casino;Italy;Europe;Southern Europe;open air;7.533;43.784;ex-Casino Balzi Rossi Layer 5 Ensemble II Archaeological Assemblage;1;raw material, typology, technology;57000;116000;Unit 5;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1273
Ex-Casino;Italy;Europe;Southern Europe;open air;7.533;43.784;ex-Casino Balzi Rossi Layer 6 Ensemble I Archaeolgical Assemblage;2;raw material, typology, technology, organic tools;116000;126000;Unit 6;typology, technology, organic tools;Middle Paleolithic;Mousterian - Eurasia;382
Feldhofer Grotte;Germany;Europe;Central Europe;cave;6.946;51.227;Feldhofer Grotte MP assemblage;60;feature, organic tools, raw material, technology, typology;38570;130000;Feldhofer Grotte Layer 1;organic tools, typology, technology, feature;Middle Paleolithic;Micoquian;224
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Henri-Martin Unit E2 double prime Arch. Assemblage;10;raw material, technology, typology;30000;350000;Unit E2;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;1382
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 1A Arch. Assemblage;11;raw material, technology, typology;30000;350000;Main Profile Unit 1;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;300
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 1B Arch. Assemblage;12;raw material, technology, typology;30000;350000;Main Profile Unit 1;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;17
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 2A Arch. Assemblage;13;raw material, technology, typology;30000;350000;Main Profile Unit 2;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;446
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 2B-D Arch. Assemblage;14;raw material, technology, typology;30000;350000;Main Profile Unit 2;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;26
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 3A Arch. Assemblage;15;raw material, technology, typology;30000;350000;Main Profile Unit 3a;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;321
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 3B Arch. Assemblage;16;raw material, technology, typology;30000;350000;Main Profile Unit 3b;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;54
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 3C-D Arch. Assemblage;17;raw material, technology, typology;30000#30000;350000#350000;Main Profile Unit 3c#Main Profile Unit 3d;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;296
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 4 Arch. Assemblage;18;raw material, technology, typology;30000#30000;350000#350000;Main Profile Unit 4a#Main Profile Unit 4b;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;51
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 5 Arch. Assemblage;19;raw material, technology, typology;30000;350000;Main Profile Unit 5;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;419
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 6 Arch. Assemblage;20;raw material, technology, typology;30000;350000;Main Profile Unit 6;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;29
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Main Profile Unit 7 Arch. Assemblage;21;raw material, technology, typology;30000;350000;Main Profile Unit 7;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;17
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Test Pit Unit A Arch. Assemblage;22;raw material, technology, typology;30900;350000;Test Pit Unit A;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;57
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Test Pit Unit B Arch. Assemblage;23;raw material, technology, typology;30000;350000;Test Pit Unit B;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;253
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Test Pit Unit C Arch. Assemblage;24;raw material, technology, typology;30000;350000;Test Pit Unit C;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;159
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Test Pit Unit D Arch. Assemblage;25;raw material, technology, typology;30000;350000;Test Pit Unit D;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;165
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Henri-Martin Unit E2 Arch. Assemblage;8;raw material, technology, typology;30000;350000;Unit E2;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;529
Fontéchevade;France;Europe;Western Europe;cave;0.48;45.679;Fontéchevade Henri-Martin Unit E2 prime Arch. Assemblage;9;raw material, technology, typology;30000;350000;Unit E2;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;866
Fossellone;Italy;Europe;Southern Europe;cave;13.08;41.223;Fossellone Unit F27 Archaeological Assemblage;3;miscellaneous finds, technology, typology;56000;80000;Unit F27;technology, miscellaneous finds, typology;Middle Paleolithic;Late Mousterian - Eurasia;988
Fumane;Italy;Europe;Southern Europe;cave;10.905;45.592;Fumane Unit BR11 lithics;15;technology, typology;48000;62000;Unit BR11;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1435
Fumane;Italy;Europe;Southern Europe;cave;10.905;45.592;Fumane Unit BR12 lithics;16;technology, typology;49000;65000;Unit BR12;typology, technology;Middle Paleolithic;Mousterian - Eurasia;746
Fumane;Italy;Europe;Southern Europe;cave;10.905;45.592;Fumane Unit S2 lithics;17;technology, typology;65000;68000;Unit S2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;101
Fumane;Italy;Europe;Southern Europe;cave;10.905;45.592;Fumane Unit S3 lithics;18;technology, typology;65000;68000;Unit S3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;172
Fumane;Italy;Europe;Southern Europe;cave;10.905;45.592;Fumane Unit S4 lithics;19;technology, typology;65000;68000;Unit S4;technology, typology;Middle Paleolithic;Mousterian - Eurasia;66
Fumane;Italy;Europe;Southern Europe;cave;10.905;45.592;Fumane Unit S5 lithics;20;technology, typology;65000;68000;Unit S5;technology, typology;Middle Paleolithic;Mousterian - Eurasia;43
Fumane;Italy;Europe;Southern Europe;cave;10.905;45.592;Fumane Unit S6 lithics;21;technology, typology;65000;68000;Unit S6;typology, technology;Middle Paleolithic;Mousterian - Eurasia;59
Fumane;Italy;Europe;Southern Europe;cave;10.905;45.592;Fumane Unit S7 lithics;22;technology, typology;68000;90000;Unit S7;technology, typology;Middle Paleolithic;Mousterian - Eurasia;62
Fumane;Italy;Europe;Southern Europe;cave;10.905;45.592;Fumane Unit S8 lithics;23;technology, typology;68000;90000;Unit S8;technology, typology;Middle Paleolithic;Mousterian - Eurasia;33
Fumane;Italy;Europe;Southern Europe;cave;10.905;45.592;Fumane Unit S9 lithics;24;technology, typology;68000;90000;Unit S9;technology, typology;Middle Paleolithic;Mousterian - Eurasia;41
Ganovce;Slovakia;Europe;Central Europe;quarry;20.327;49.03;Ganovce MP assemblage;35;raw material, technology, typology;115000;127000;layer 11;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;62
Gatzarria;France;Europe;Western Europe;cave;-0.92;43.135;Gatzarria Cr Archaeological Assemblage;10;raw material, typology, technology;47400;116000;Cr;typology, technology;Middle Paleolithic;Mousterian - Eurasia;5
Gatzarria;France;Europe;Western Europe;cave;-0.92;43.135;Gatzarria Cjr/Cjgr Archaeological Assemblage;8;raw material, typology, technology;47400;70000;Cjr;typology, technology;Middle Paleolithic;Mousterian - Eurasia;3636
Gatzarria;France;Europe;Western Europe;cave;-0.92;43.135;Gatzarria Cjr base Archaeological Assemblage;9;raw material, typology, technology;47400;70000;Cjr;technology, typology;Middle Paleolithic;Mousterian - Eurasia;161
Geißenklösterle;Germany;Europe;Central Europe;rock shelter;9.771;48.398;Geißenklösterle AH IV Mousterian assemblage;48;raw material, technology, typology;49000#49000;73000#73000;GH 18a#GH 18b;typology, technology;Middle Paleolithic;Mousterian - Eurasia;40
Geißenklösterle;Germany;Europe;Central Europe;rock shelter;9.771;48.398;Geißenklösterle AH V Mousterian assemblage;49;raw material, technology, typology;49000;104000;GH 19;technology, typology;Middle Paleolithic;Mousterian - Eurasia;64
Geißenklösterle;Germany;Europe;Central Europe;rock shelter;9.771;48.398;Geißenklösterle AH VI Mousterian assemblage;50;raw material, technology, typology;49000;104000;GH 20;typology, technology;Middle Paleolithic;Mousterian - Eurasia;238
Geißenklösterle;Germany;Europe;Central Europe;rock shelter;9.771;48.398;Geißenklösterle AH VII Mousterian assemblage;51;raw material, technology, typology;64000;104000;GH 21;technology, typology;Middle Paleolithic;Mousterian - Eurasia;477
Geißenklösterle;Germany;Europe;Central Europe;rock shelter;9.771;48.398;Geißenklösterle AH VIII Mousterian assemblage;52;raw material, technology, typology;64000#64000;104000#104000;GH 22#GH 23;typology, technology;Middle Paleolithic;Mousterian - Eurasia;85
Genay - Brèche;France;Europe;Western Europe;open air;4.319;47.535;Mousterian assemblage (Joly);1;human remains, organic tools, raw material, technology, typology;71000#71000;116500#116500;Unit G#Unit I;organic tools, typology, technology;Middle Paleolithic;Mousterian - Eurasia;1401
Ghiardo;Italy;Europe;Southern Europe;open air;10.503;44.67;Ghiardo Layer Bc lithics;1;technology, typology;60000;70700;Layer Bc;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;2411
Ghiardo;Italy;Europe;Southern Europe;open air;10.503;44.67;Ghiardo surface collection lithics;2;technology, typology;31200;120000;surface collection;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;1157
Giganti;Italy;Europe;Southern Europe;cave;18.2;39.9;Giganti Unit 3a finds;1;miscellaneous finds, organic tools, raw material, technology, typology;70000;80000;Unit 3a;organic tools, typology, technology, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;305
Goaréva;France;Europe;Western Europe;rock shelter;-3.012;48.838;Goaréva Layer 2 - Lithics;1;raw material, technology, typology;40000;80000;Layer 2;technology, typology;Middle Paleolithic;Late Mousterian - Eurasia;6900
Grabschütz;Germany;Europe;Central Europe;open air;12.282;51.481;Grabschütz Limnic Sediment Sequence Archaeological Assemblage;1;raw material, technology, typology;115000;126000;Limnic Sediment Sequence;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;13
Grand Abri aux Puces;France;Europe;Western Europe;cave;5.13;44.22;Layer 2 Artifacts;1;raw material, technology, typology;71000;130000;Layer 2;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;180
Gron - Fond des Blanchards;France;Europe;Western Europe;open air;3.282;48.151;Fond des Blanchards Lithics Layer D2;3;technology, typology;29000;71000;Unit 4;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;750
Gron - Fond des Blanchards;France;Europe;Western Europe;open air;3.282;48.151;Fond des Blanchards Lithics Layer D3;4;raw material, technology, typology;57000;243000;Unit 3;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;800
Gron - Fond des Blanchards;France;Europe;Western Europe;open air;3.282;48.151;Fond des Blanchards Lithics Layer DB;5;technology, typology;57000;243000;Unit 2;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;200
Gron - Fond des Blanchards;France;Europe;Western Europe;open air;3.282;48.151;Fond des Blanchards Lithics Layer C;6;raw material, technology, typology;29000;130000;Unit 2 (sector C);typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;700
Grotta Grande of Scario;Italy;Europe;Southern Europe;cave;15.35;40.022;Grotta Grande of Scario Unit D cut 28-10;1;raw material, typology;110000#110000#110000#110000#110000#110000;130000#130000#130000#130000#130000#130000;Unit D cut 12#Unit D cuts 11-10#Unit D cuts 17-13#Unit D cuts 18-19#Unit D cuts 20-21#Unit D cuts 22-28;typology;Middle Paleolithic;Mousterian - Eurasia;-1
Grotta Grande of Scario;Italy;Europe;Southern Europe;cave;15.35;40.022;Grotta Grande of Scario Layer 6 finds;2;feature, raw material, technology, typology;110000;130000;Layer 6;typology, feature, technology;Middle Paleolithic;Mousterian - Eurasia;36
Grotta Grande of Scario;Italy;Europe;Southern Europe;cave;15.35;40.022;Grotta Grande of Scario Layer 7 finds;3;raw material, technology, typology;110000;130000;Layer 7;typology, technology;Middle Paleolithic;Mousterian - Eurasia;6
Grotta Grande of Scario;Italy;Europe;Southern Europe;cave;15.35;40.022;Grotta Grande of Scario Layer 8 finds;4;feature, raw material, technology, typology;110000;130000;Layer 8;typology, technology, feature;Middle Paleolithic;Mousterian - Eurasia;92
Grotta Grande of Scario;Italy;Europe;Southern Europe;cave;15.35;40.022;Grotta Grande of Scario Layer 10 finds;5;raw material, technology, typology;124000;146000;Layer 10;typology, technology;Middle Paleolithic;Mousterian - Eurasia;13
Grotta del Cavallo;Italy;Europe;Southern Europe;cave;17.961;40.155;Grotta del Cavallo Layer L finds;4;organic tools, technology, typology;110000;117000;Layer L;technology, organic tools, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;905
Grotta del Poggio;Italy;Europe;Southern Europe;rock shelter;15.382;40.001;Grotta del Poggio Layer 9-3 Archaeological Assemblage;1;raw material, technology, typology;126000#126000#126000#126000#126000#126000#126000;191000#191000#191000#191000#191000#191000#191000;Unit 3#Unit 4#Unit 5#Unit 6#Unit 7#Unit 8#Unit 9;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Grotta del Poggio;Italy;Europe;Southern Europe;rock shelter;15.382;40.001;Grotta del Poggio Layer 13-11 Archaeological Assemblage;2;raw material, technology, typology;126000#126000#126000;191000#191000#191000;Unit 11#Unit 12#Unit 13;typology, technology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Grotta di Santo Agostino;Italy;Europe;Southern Europe;cave;13.494;41.234;Grotta di Sant Agostino Unit A2 lithics;2;technology;43000;60000;Unit A2;technology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Grotta di Santo Agostino;Italy;Europe;Southern Europe;cave;13.494;41.234;Grotta di Sant Agostino Unit A3 lithics;3;technology;43000;65000;Unit A3;technology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Grotta di Santo Agostino;Italy;Europe;Southern Europe;cave;13.494;41.234;Grotta di Sant Agostino Unit A4 lithics;4;technology;65000;98000;Unit A4;technology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Grotte Boccard;France;Europe;Western Europe;cave;4.587;47.255;Mousterian occupation;3;human remains, raw material, technology, typology;40000;71000;Unit 6 (5);typology, technology;Middle Paleolithic;Late Mousterian - Eurasia;-1
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;H Moustérien;10;technology, typology;50000;130000;Unit H;technology, typology;Middle Paleolithic;Mousterian - Eurasia;591
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;I Levallois Moustérien;11;technology, typology;50000;130000;Unit I;technology, typology;Middle Paleolithic;Mousterian - Eurasia;5664
Grotte Mandrin;France;Europe;Western Europe;cave;4.771;44.47;G Ferrassie Moustérien;9;technology, typology;50000;71000;Unit G;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1432
Grotte Rainaude 1;France;Europe;Western Europe;rock shelter;6.595;43.53;Middle Paleolithic (lithics);3;raw material, technology, typology;45000;71000;Unit 11;technology, typology;Middle Paleolithic;Middle Paleolithic - Eurasia;-1
Grotte Vaufrey;France;Europe;Western Europe;cave;1.159;44.813;Grotte Vaufrey Layer I Archaeological Assemblage;14;raw material, technology, typology;57000;71000;Unit 1;typology, technology;Middle Paleolithic;Mousterian - Eurasia;112
Grotte Vaufrey;France;Europe;Western Europe;cave;1.159;44.813;Grotte Vaufrey Layer II Archaeological Assemblage;2;raw material, technology, typology;102000;116000;Unit 2 upper Layer II;typology, technology;Middle Paleolithic;Mousterian - Eurasia;531
Grotte Vaufrey;France;Europe;Western Europe;cave;1.159;44.813;Grotte Vaufrey Layer III Archaeological Assemblage;3;raw material, technology, typology;116000;130000;Unit 2 upper Layer III;typology, technology;Middle Paleolithic;Mousterian - Eurasia;100
